"HomeTeam","AwayTeam","Date","Contest","HomeGoals","AwayGoals","HomeGoalsFull","AwayGoalsFull","ExtraTimePossible","HomeAdvantage"
"Guinea-Bissau","Senegal","1989-05-24","Amilcar Cabral Cup",0,0,0,0,0,0
"South Korea","Singapore","1989-05-23","World Cup qualifier",3,0,3,0,0,1
"Malaysia","Nepal","1989-05-23","World Cup qualifier",2,0,2,0,0,0
"England","Chile","1989-05-23","Friendly tournament",0,0,0,0,0,1
"Ecuador","Uruguay","1989-05-23","Friendly",1,1,1,1,0,1
"Hong Kong","Japan","1989-05-22","World Cup qualifier",0,0,0,0,0,1
"Indonesia","North Korea","1989-05-21","World Cup qualifier",0,0,0,0,0,1
"Saint Kitts and Nevis","Trinidad and Tobago","1989-05-21","Caribbean Championship qualifier",0,2,0,2,0,1
"Aruba","Grenada","1989-05-21","Caribbean Championship qualifier",0,0,0,0,0,1
"Saint Vincent and the Grenadines","Netherlands Antilles","1989-05-21","Caribbean Championship qualifier",3,2,3,2,0,1
"Norway","Cyprus","1989-05-21","World Cup qualifier",3,1,3,1,0,1
"East Germany","Austria","1989-05-20","World Cup qualifier",1,1,1,1,0,1
"Peru","Venezuela","1989-05-18","Friendly",2,1,2,1,0,1
"Denmark","Greece","1989-05-17","World Cup qualifier",7,1,7,1,0,1
"Romania","Bulgaria","1989-05-17","World Cup qualifier",1,0,1,0,0,1
"Namibia","Angola","1989-05-16","Friendly",0,1,0,1,0,1
"Paraguay","Peru","1989-05-15","Friendly",1,1,1,1,0,1
"Mali","Niger","1989-05-14","Friendly",1,2,1,2,0,1
"Singapore","Indonesia","1989-05-13","Friendly",1,2,1,2,0,1
"Hong Kong","Macao","1989-05-13","Friendly",2,1,2,1,0,1
"United States","Trinidad and Tobago","1989-05-13","World Cup qual & CONCACAF Champ",1,1,1,1,0,1
"Japan","China","1989-05-13","Friendly",2,0,2,0,0,1
"Dominica","Antigua and Barbuda","1989-05-13","Caribbean Championship qualifier",0,1,0,1,0,1
"Turkey","Soviet Union","1989-05-10","World Cup qualifier",0,1,0,1,0,1
"French Guiana","Trinidad and Tobago","1989-05-10","Caribbean Championship qualifier",1,3,1,3,0,1
"Brazil","Peru","1989-05-10","Friendly",4,1,4,1,0,1
"Japan","China","1989-05-10","Friendly",2,2,2,2,0,1
"Martinique","Saint Vincent and the Grenadines","1989-05-10","Caribbean Championship qualifier",0,0,0,0,0,1
"Czechoslovakia","Luxembourg","1989-05-09","World Cup qualifier",4,0,4,0,0,1
"Sweden","Poland","1989-05-07","World Cup qualifier",2,1,2,1,0,1
"Grenada","Saint Kitts and Nevis","1989-05-07","Caribbean Championship qualifier",2,1,2,1,0,1
"Chile","El Salvador","1989-05-07","Friendly tournament",1,0,1,0,0,0
"Sint Maarten","British Virgin Islands","1989-05-07","Caribbean Championship qualifier",1,2,1,2,0,1
"Paraguay","Guatemala","1989-05-07","Friendly tournament",2,1,2,1,0,0
"Jamaica","Guadeloupe","1989-05-07","Caribbean Championship qualifier",1,3,1,3,0,1
"South Korea","Japan","1989-05-05","Friendly",1,0,1,0,0,1
"Chile","Guatemala","1989-05-05","Friendly tournament",1,0,1,0,0,0
"Paraguay","El Salvador","1989-05-05","Friendly tournament",2,1,2,1,0,0
"Uruguay","Ecuador","1989-05-03","Friendly",3,1,3,1,0,1
"Norway","Poland","1989-05-02","Friendly",0,3,0,3,0,1
"Zambia","Mozambique","1989-04-30","African Nations Cup qualifier",3,0,3,0,0,1
"United States","Costa Rica","1989-04-30","World Cup qual & CONCACAF Champ",1,0,1,0,0,1
"France","Yugoslavia","1989-04-29","World Cup qualifier",0,0,0,0,0,1
"Belgium","Czechoslovakia","1989-04-29","World Cup qualifier",2,1,2,1,0,1
"Wales","Sweden","1989-04-26","Friendly",0,2,0,2,0,1
"Portugal","Switzerland","1989-04-26","World Cup qualifier",3,1,3,1,0,1
"Ireland","Spain","1989-04-26","World Cup qualifier",1,0,1,0,0,1
"Malta","Northern Ireland","1989-04-26","World Cup qualifier",0,2,0,2,0,1
"Scotland","Cyprus","1989-04-26","World Cup qualifier",2,1,2,1,0,1
"Netherlands Antilles","Martinique","1989-04-26","Caribbean Championship qualifier",3,1,3,1,0,1
"Italy","Hungary","1989-04-26","Friendly",4,0,4,0,0,1
"Netherlands","West Germany","1989-04-26","World Cup qualifier",1,1,1,1,0,1
"England","Albania","1989-04-26","World Cup qualifier",5,0,5,0,0,1
"Bulgaria","Denmark","1989-04-26","World Cup qualifier",0,2,0,2,0,1
"Greece","Romania","1989-04-26","World Cup qualifier",0,0,0,0,0,1
"Soviet Union","East Germany","1989-04-26","World Cup qualifier",3,0,3,0,0,1
"Saint Kitts and Nevis","French Guiana","1989-04-23","Caribbean Championship qualifier",1,0,1,0,0,1
"Zimbabwe","Mauritius","1989-04-23","African Nations Cup qualifier",1,0,1,0,0,1
"Malawi","Swaziland","1989-04-23","African Nations Cup qualifier",1,1,1,1,0,1
"Ivory Coast","Angola","1989-04-23","African Nations Cup qualifier",4,1,4,1,0,1
"Trinidad and Tobago","Aruba","1989-04-23","Caribbean Championship qualifier",11,0,11,0,0,1
"Morocco","Mali","1989-04-23","African Nations Cup qualifier",1,1,1,1,0,1
"Ghana","Gabon","1989-04-23","African Nations Cup qualifier",1,0,1,0,0,1
"Kenya","Sudan","1989-04-23","African Nations Cup qualifier",1,0,1,0,0,1
"Saint Vincent and the Grenadines","Sint Maarten","1989-04-23","Caribbean Championship qualifier",6,1,6,1,0,1
"Antigua and Barbuda","Jamaica","1989-04-23","Caribbean Championship qualifier",1,0,1,0,0,1
"Italy","Uruguay","1989-04-22","Friendly",1,1,1,1,0,1
"Nigeria","Guinea","1989-04-22","African Nations Cup qualifier",3,0,3,0,0,1
"Egypt","Ethiopia","1989-04-21","African Nations Cup qualifier",6,1,6,1,0,1
"Chile","Argentina","1989-04-20","Friendly",1,1,1,1,0,1
"Swaziland","Zambia","1989-04-19","Friendly",1,0,1,0,0,1
"Trinidad and Tobago","Bermuda","1989-04-18","Friendly",0,1,0,1,0,1
"Mozambique","Zambia","1989-04-16","African Nations Cup qualifier",0,1,0,1,0,1
"Faroe Islands","Canada","1989-04-16","Friendly",0,1,0,1,0,1
"Australia","Israel","1989-04-16","World Cup qualifier",1,1,1,1,0,1
"Trinidad and Tobago","Bermuda","1989-04-16","Friendly",1,1,1,1,0,1
"Costa Rica","United States","1989-04-16","World Cup qual & CONCACAF Champ",1,0,1,0,0,1
"Faroe Islands","Canada","1989-04-14","Friendly",1,0,1,0,0,1
"Barbados","Bermuda","1989-04-14","Friendly tournament",2,1,2,1,0,1
"Ecuador","Argentina","1989-04-13","Friendly",2,2,2,2,0,1
"East Germany","Turkey","1989-04-12","World Cup qualifier",0,2,0,2,0,1
"Brazil","Paraguay","1989-04-12","Friendly",2,0,2,0,0,1
"Denmark","Canada","1989-04-12","Friendly",2,0,2,0,0,1
"Hungary","Malta","1989-04-12","World Cup qualifier",1,1,1,1,0,1
"Barbados","Bermuda","1989-04-12","Friendly tournament",1,2,1,2,0,1
"Poland","Romania","1989-04-12","Friendly",2,1,2,1,0,1
"Austria","Czechoslovakia","1989-04-11","Friendly",1,2,1,2,0,1
"Swaziland","Malawi","1989-04-09","African Nations Cup qualifier",0,2,0,2,0,1
"Angola","Ivory Coast","1989-04-09","African Nations Cup qualifier",0,2,0,2,0,1
"Ethiopia","Egypt","1989-04-09","African Nations Cup qualifier",1,0,1,0,0,1
"Mali","Morocco","1989-04-09","African Nations Cup qualifier",0,0,0,0,0,1
"Mauritius","Zimbabwe","1989-04-09","African Nations Cup qualifier",1,4,1,4,0,1
"Gabon","Ghana","1989-04-09","African Nations Cup qualifier",1,0,1,0,0,1
"New Zealand","Israel","1989-04-09","World Cup qualifier",2,2,2,2,0,1
"Guinea","Nigeria","1989-04-09","African Nations Cup qualifier",1,1,1,1,0,1
"Sudan","Kenya","1989-04-07","African Nations Cup qualifier",1,0,1,0,0,1
"Greece","Yugoslavia","1989-04-05","Friendly",1,4,1,4,0,1
"Saudi Arabia","North Yemen","1989-04-05","World Cup qualifier",1,0,1,0,0,1
"Hungary","Switzerland","1989-04-04","Friendly",3,0,3,0,0,1
"Algeria","Tunisia","1989-04-04","Friendly",2,0,2,0,0,1
"Netherlands Antilles","Aruba","1989-04-02","Friendly tournament",1,0,1,0,0,1
"Ethiopia","Zambia","1989-04-02","Friendly",2,2,2,2,0,1
"Costa Rica","Guatemala","1989-04-02","World Cup qual & CONCACAF Champ",2,1,2,1,0,1
"New Zealand","Australia","1989-04-02","World Cup qualifier",2,0,2,0,0,1
"Netherlands Antilles","Trinidad and Tobago","1989-04-01","Friendly tournament",1,1,1,1,0,1
"Ethiopia","Zambia","1989-03-31","Friendly",0,1,0,1,0,1
"Trinidad and Tobago","Aruba","1989-03-31","Friendly tournament",7,0,7,0,0,0
"Senegal","Morocco","1989-03-31","Friendly",2,1,2,1,0,1
"Ivory Coast","Guinea","1989-03-30","Friendly",0,0,0,0,0,1
"Syria","Saudi Arabia","1989-03-30","World Cup qualifier",0,0,0,0,0,1
"Venezuela","Paraguay","1989-03-30","Friendly",0,0,0,0,0,1
"Greece","Turkey","1989-03-29","Friendly",0,1,0,1,0,1
"Portugal","Angola","1989-03-29","Friendly",6,0,6,0,0,1
"Romania","Italy","1989-03-29","Friendly",1,0,1,0,0,1
"Ethiopia","Malawi","1989-03-28","Friendly",1,0,1,0,0,1
"Barbados","Jamaica","1989-03-28","Friendly tournament",1,1,1,1,0,1
"Qatar","Malaysia","1989-03-27","Friendly",1,0,1,0,0,1
"Ethiopia","Malawi","1989-03-26","Friendly",1,1,1,1,0,1
"Ghana","Guinea","1989-03-26","Friendly",1,0,1,0,0,1
"Venezuela","Paraguay","1989-03-26","Friendly",1,2,1,2,0,1
"Syria","North Yemen","1989-03-25","World Cup qualifier",2,0,2,0,0,1
"Austria","Italy","1989-03-25","Friendly",0,1,0,1,0,1
"Spain","Malta","1989-03-23","World Cup qualifier",4,0,4,0,0,1
"Trinidad and Tobago","Paraguay","1989-03-22","Friendly",1,1,1,1,0,1
"East Germany","Finland","1989-03-22","Friendly",1,1,1,1,0,1
"Bulgaria","West Germany","1989-03-22","Friendly",1,2,1,2,0,1
"Netherlands","Soviet Union","1989-03-22","Friendly",2,0,2,0,0,1
"Algeria","Morocco","1989-03-22","Friendly",1,1,1,1,0,1
"North Yemen","Saudi Arabia","1989-03-20","World Cup qualifier",0,1,0,1,0,1
"Israel","Australia","1989-03-19","World Cup qualifier",1,1,1,1,0,1
"Trinidad and Tobago","Paraguay","1989-03-19","Friendly",2,2,2,2,0,1
"Guatemala","Costa Rica","1989-03-19","World Cup qual & CONCACAF Champ",1,0,1,0,0,1
"Iran","Bangladesh","1989-03-17","World Cup qualifier",1,0,1,0,0,1
"Guadeloupe","Paraguay","1989-03-17","Friendly",0,2,0,2,0,1
"Brazil","Ecuador","1989-03-15","Friendly",1,0,1,0,0,1
"Tunisia","Egypt","1989-03-15","Friendly",0,0,0,0,0,1
"Saudi Arabia","Syria","1989-03-15","World Cup qualifier",5,4,5,4,0,1
"Martinique","Paraguay","1989-03-15","Friendly",0,2,0,2,0,1
"Australia","New Zealand","1989-03-12","World Cup qualifier",4,1,4,1,0,1
"Jamaica","Paraguay","1989-03-12","Friendly",0,3,0,3,0,1
"North Yemen","Syria","1989-03-10","World Cup qualifier",0,1,0,1,0,1
"Colombia","Argentina","1989-03-09","Friendly",1,0,1,0,0,1
"Hungary","Ireland","1989-03-08","World Cup qualifier",0,0,0,0,0,1
"Scotland","France","1989-03-08","World Cup qualifier",2,0,2,0,0,1
"Bangladesh","Thailand","1989-03-08","World Cup qualifier",3,1,3,1,0,1
"Greece","East Germany","1989-03-08","Friendly",3,2,3,2,0,1
"Albania","England","1989-03-08","World Cup qualifier",0,2,0,2,0,1
"Israel","New Zealand","1989-03-05","World Cup qualifier",1,0,1,0,0,1
"Bangladesh","China","1989-03-04","World Cup qualifier",0,2,0,2,0,1
"Guatemala","El Salvador","1989-03-03","Friendly",3,0,3,0,0,1
"Thailand","China","1989-02-28","World Cup qualifier",0,3,0,3,0,1
"Bangladesh","Iran","1989-02-27","World Cup qualifier",1,2,1,2,0,1
"Mexico","El Salvador","1989-02-23","Friendly tournament",2,0,2,0,0,0
"Thailand","Iran","1989-02-23","World Cup qualifier",0,3,0,3,0,1
"Guatemala","Costa Rica","1989-02-23","Friendly tournament",3,2,3,2,0,0
"China","Bangladesh","1989-02-23","World Cup qualifier",2,0,2,0,0,1
"Greece","Norway","1989-02-22","Friendly",4,2,4,2,0,1
"Italy","Denmark","1989-02-22","Friendly",1,0,1,0,0,1
"Mexico","Guatemala","1989-02-21","Friendly tournament",2,1,2,1,0,0
"Costa Rica","El Salvador","1989-02-21","Friendly tournament",1,1,1,1,0,0
"Bulgaria","Soviet Union","1989-02-21","Friendly",1,2,1,2,0,1
"Thailand","Bangladesh","1989-02-19","World Cup qualifier",1,0,1,0,0,1
"Portugal","Belgium","1989-02-15","World Cup qualifier",1,1,1,1,0,1
"Mexico","Poland","1989-02-14","Friendly",3,1,3,1,0,1
"Egypt","East Germany","1989-02-13","Friendly",0,4,0,4,0,1
"Algeria","Denmark","1989-02-12","Friendly tournament",0,0,0,0,0,0
"Hong Kong","China","1989-02-12","Friendly tournament",0,0,0,0,0,1
"Malta","Finland","1989-02-12","Friendly tournament",0,0,0,0,0,1
"Guatemala","Poland","1989-02-12","Friendly",0,1,0,1,0,1
"Pakistan","United Arab Emirates","1989-02-10","World Cup qualifier",1,4,1,4,0,1
"Oman","Jordan","1989-02-10","World Cup qualifier",0,2,0,2,0,1
"Iraq","Qatar","1989-02-10","World Cup qualifier",2,2,2,2,0,1
"Denmark","Finland","1989-02-10","Friendly tournament",0,0,0,0,0,0
"Malta","Algeria","1989-02-10","Friendly tournament",0,1,0,1,0,1
"Algeria","Finland","1989-02-08","Friendly tournament",2,0,2,0,0,0
"Northern Ireland","Spain","1989-02-08","World Cup qualifier",0,2,0,2,0,1
"Cyprus","Scotland","1989-02-08","World Cup qualifier",2,3,2,3,0,1
"Malta","Denmark","1989-02-08","Friendly tournament",0,2,0,2,0,1
"Greece","England","1989-02-08","Friendly",1,2,1,2,0,1
"Israel","Wales","1989-02-08","Friendly",3,3,3,3,0,1
"Ireland","France","1989-02-07","Friendly",0,0,0,0,0,1
"Costa Rica","Poland","1989-02-07","Friendly",2,4,2,4,0,1
"Colombia","Chile","1989-02-05","Friendly tournament",1,0,1,0,0,1
"Malaysia","Indonesia","1989-02-03","King's Cup",3,1,3,1,0,0
"United Arab Emirates","Kuwait","1989-02-03","World Cup qualifier",1,0,1,0,0,1
"Colombia","Peru","1989-02-03","Friendly tournament",1,0,1,0,0,1
"Iraq","Jordan","1989-02-03","World Cup qualifier",4,0,4,0,0,1
"Qatar","Oman","1989-02-03","World Cup qualifier",3,0,3,0,0,1
"Chile","Peru","1989-02-01","Friendly tournament",0,0,0,0,0,0
"Senegal","Zaire","1989-01-31","Friendly",2,1,2,1,0,1
"Thailand","Indonesia","1989-01-30","King's Cup",3,0,3,0,0,1
"Ecuador","Chile","1989-01-29","Friendly",1,0,1,0,0,1
"Senegal","Zaire","1989-01-29","Friendly",1,1,1,1,0,1
"Thailand","Malaysia","1989-01-28","King's Cup",1,0,1,0,0,1
"Jordan","Qatar","1989-01-27","World Cup qualifier",1,1,1,1,0,1
"Iraq","Oman","1989-01-27","World Cup qualifier",3,1,3,1,0,1
"Kuwait","Pakistan","1989-01-27","World Cup qualifier",2,0,2,0,0,1
"India","North Korea","1989-01-27","Nehru Gold Cup",1,2,1,2,0,1
"Greece","Portugal","1989-01-25","Friendly",1,2,1,2,0,1
"Gabon","Cameroon","1989-01-22","World Cup qualifier",1,3,1,3,0,1
"Angola","Nigeria","1989-01-22","World Cup qualifier",2,2,2,2,0,1
"Malta","Spain","1989-01-22","World Cup qualifier",0,2,0,2,0,1
"Zimbabwe","Ivory Coast","1989-01-22","World Cup qualifier",0,0,0,0,0,1
"Zambia","Zaire","1989-01-22","World Cup qualifier",4,2,4,2,0,1
"Tunisia","Morocco","1989-01-22","World Cup qualifier",2,1,2,1,0,1
"Liberia","Kenya","1989-01-22","World Cup qualifier",0,0,0,0,0,1
"Malawi","Egypt","1989-01-21","World Cup qualifier",1,1,1,1,0,1
"United Arab Emirates","Pakistan","1989-01-20","World Cup qualifier",5,0,5,0,0,1
"Jordan","Oman","1989-01-20","World Cup qualifier",2,0,2,0,0,1
"Qatar","Iraq","1989-01-20","World Cup qualifier",1,0,1,0,0,1
"Iran","Japan","1989-01-20","Friendly",2,2,2,2,0,1
"Albania","Greece","1989-01-18","Friendly",1,1,1,1,0,1
"Kuwait","United Arab Emirates","1989-01-13","World Cup qualifier",3,2,3,2,0,1
"Jordan","Iraq","1989-01-13","World Cup qualifier",0,1,0,1,0,1
"Egypt","Finland","1989-01-13","Friendly",2,1,2,1,0,1
"Oman","Qatar","1989-01-13","World Cup qualifier",0,0,0,0,0,1
"Egypt","Finland","1989-01-11","Friendly",2,1,2,1,0,1
"Malta","Israel","1989-01-11","Friendly",1,2,1,2,0,1
"Morocco","Zambia","1989-01-08","World Cup qualifier",1,0,1,0,0,1
"Cameroon","Angola","1989-01-08","World Cup qualifier",1,1,1,1,0,1
"Ivory Coast","Libya","1989-01-08","World Cup qualifier",1,0,1,0,0,1
"Zaire","Tunisia","1989-01-08","World Cup qualifier",3,1,3,1,0,1
"Kenya","Malawi","1989-01-07","World Cup qualifier",1,1,1,1,0,1
"Nigeria","Gabon","1989-01-07","World Cup qualifier",1,0,1,0,0,1
"Qatar","Jordan","1989-01-06","World Cup qualifier",1,0,1,0,0,1
"Oman","Iraq","1989-01-06","World Cup qualifier",1,1,1,1,0,1
"Pakistan","Kuwait","1989-01-06","World Cup qualifier",0,1,0,1,0,1
"Egypt","Liberia","1989-01-06","World Cup qualifier",2,0,2,0,0,1
"Algeria","Zimbabwe","1989-01-06","World Cup qualifier",3,0,3,0,0,1
"Israel","Netherlands","1989-01-04","Friendly",0,2,0,2,0,1
"Gabon","Tunisia","1989-01-03","Friendly",2,3,2,3,0,1
"Zaire","Angola","1988-12-30","Friendly",0,0,0,0,0,1
"United Arab Emirates","Bulgaria","1988-12-22","Friendly",0,1,0,1,0,1
"Italy","Scotland","1988-12-22","Friendly",2,0,2,0,0,1
"Morocco","Guinea","1988-12-22","Friendly",1,0,1,0,0,1
"Spain","Northern Ireland","1988-12-21","World Cup qualifier",4,0,4,0,0,1
"Zambia","Egypt","1988-12-20","Friendly",1,2,1,2,0,1
"Liberia","Tunisia","1988-12-20","Friendly",1,1,1,1,0,1
"Saudi Arabia","South Korea","1988-12-18","Asian Cup",0,0,0,0,0,0
"Ivory Coast","Tunisia","1988-12-18","Friendly",1,1,1,1,0,1
"China","Iran","1988-12-17","Asian Cup",0,0,0,0,0,0
"Saudi Arabia","Iran","1988-12-15","Asian Cup",1,0,1,0,0,0
"New Zealand","Taiwan","1988-12-15","World Cup qualifier",4,1,4,1,0,1
"Morocco","Gabon","1988-12-15","Friendly",5,2,5,2,0,1
"Egypt","Switzerland","1988-12-14","Friendly",1,3,1,3,0,1
"Uruguay","Peru","1988-12-14","Friendly tournament",3,0,3,0,0,1
"South Korea","China","1988-12-14","Asian Cup",2,1,2,1,0,0
"Indonesia","Thailand","1988-12-12","Merdeka Tournament",0,0,0,0,0,0
"Qatar","Japan","1988-12-12","Asian Cup",3,0,3,0,0,1
"Saudi Arabia","China","1988-12-12","Asian Cup",1,0,1,0,0,0
"South Korea","Iran","1988-12-11","Asian Cup",3,0,3,0,0,0
"Malta","Hungary","1988-12-11","World Cup qualifier",2,2,2,2,0,1
"Yugoslavia","Cyprus","1988-12-11","World Cup qualifier",4,0,4,0,0,1
"Syria","Bahrain","1988-12-11","Asian Cup",1,0,1,0,0,0
"New Zealand","Taiwan","1988-12-11","World Cup qualifier",4,0,4,0,0,1
"United Arab Emirates","Japan","1988-12-10","Asian Cup",1,0,1,0,0,0
"China","Kuwait","1988-12-10","Asian Cup",2,2,2,2,0,0
"Ivory Coast","Tunisia","1988-12-10","Friendly",1,0,1,0,0,1
"Malaysia","Thailand","1988-12-10","Merdeka Tournament",0,0,0,0,0,1
"Qatar","South Korea","1988-12-09","Asian Cup",2,3,2,3,0,1
"Singapore","Oman","1988-12-09","Merdeka Tournament",3,1,3,1,0,0
"Bahrain","Saudi Arabia","1988-12-09","Asian Cup",1,1,1,1,0,0
"Congo","Central African Republic","1988-12-08","UDEAC Cup",3,0,3,0,0,0
"Cameroon","Gabon","1988-12-08","UDEAC Cup",0,1,0,1,0,1
"Malaysia","Indonesia","1988-12-08","Merdeka Tournament",0,0,0,0,0,1
"Iran","United Arab Emirates","1988-12-08","Asian Cup",1,0,1,0,0,0
"Syria","Kuwait","1988-12-08","Asian Cup",1,0,1,0,0,0
"Central African Republic","Gabon","1988-12-06","UDEAC Cup",0,0,0,0,0,0
"Cameroon","Congo","1988-12-06","UDEAC Cup",2,0,2,0,0,1
"South Korea","Japan","1988-12-06","Asian Cup",2,0,2,0,0,0
"Morocco","Egypt","1988-12-06","Friendly",0,0,0,0,0,1
"China","Bahrain","1988-12-06","Asian Cup",1,0,1,0,0,0
"Qatar","United Arab Emirates","1988-12-05","Asian Cup",2,1,2,1,0,1
"Kuwait","Saudi Arabia","1988-12-05","Asian Cup",0,0,0,0,0,0
"Congo","Central African Republic","1988-12-04","UDEAC Cup",1,0,1,0,0,0
"Gabon","Equatorial Guinea","1988-12-04","UDEAC Cup",3,0,3,0,0,0
"Iran","Japan","1988-12-04","Asian Cup",0,0,0,0,0,0
"China","Syria","1988-12-04","Asian Cup",3,0,3,0,0,0
"Australia","Fiji","1988-12-03","World Cup qualifier",5,1,5,1,0,1
"South Korea","United Arab Emirates","1988-12-03","Asian Cup",1,0,1,0,0,0
"Bahrain","Kuwait","1988-12-03","Asian Cup",0,0,0,0,0,0
"Central African Republic","Chad","1988-12-02","UDEAC Cup",2,1,2,1,0,0
"Cameroon","Equatorial Guinea","1988-12-02","UDEAC Cup",2,1,2,1,0,1
"Saudi Arabia","Syria","1988-12-02","Asian Cup",2,0,2,0,0,0
"Qatar","Iran","1988-12-02","Asian Cup",0,2,0,2,0,1
"Cameroon","Gabon","1988-11-30","UDEAC Cup",0,0,0,0,0,1
"Turkey","East Germany","1988-11-30","World Cup qualifier",3,1,3,1,0,1
"Congo","Chad","1988-11-30","UDEAC Cup",2,1,2,1,0,0
"United Arab Emirates","Algeria","1988-11-27","Friendly",2,0,2,0,0,1
"Singapore","Malaysia","1988-11-27","Friendly",2,3,2,3,0,1
"Liberia","Guinea","1988-11-27","Friendly tournament",0,1,0,1,0,1
"Fiji","Australia","1988-11-26","World Cup qualifier",1,0,1,0,0,1
"Liberia","Sierra Leone","1988-11-26","Friendly tournament",0,0,0,0,0,1
"Guinea","Sierra Leone","1988-11-25","Friendly tournament",1,0,1,0,0,0
"United Arab Emirates","Algeria","1988-11-24","Friendly",1,1,1,1,0,1
"Gabon","Mali","1988-11-24","Friendly",4,0,4,0,0,1
"Kuwait","Soviet Union","1988-11-23","Friendly",0,1,0,1,0,1
"Peru","Chile","1988-11-23","Pacific Cup",1,1,1,1,0,1
"Malta","Cyprus","1988-11-23","Friendly",1,1,1,1,0,1
"Saudi Arabia","Tunisia","1988-11-23","Friendly",1,0,1,0,0,1
"Romania","Israel","1988-11-23","Friendly",3,0,3,0,0,1
"Syria","Soviet Union","1988-11-21","Friendly",0,2,0,2,0,1
"United Arab Emirates","Jordan","1988-11-20","Friendly",3,2,3,2,0,1
"Antigua and Barbuda","Saint Lucia","1988-11-20","Friendly tournament",2,0,2,0,0,1
"Malawi","Zambia","1988-11-19","CECAFA Cup",3,1,3,1,0,1
"Cape Verde","Angola","1988-11-19","Friendly tournament",2,3,2,3,0,1
"Yugoslavia","France","1988-11-19","World Cup qualifier",3,2,3,2,0,1
"Kenya","Zimbabwe","1988-11-19","CECAFA Cup",0,0,0,0,0,0
"Fiji","New Zealand","1988-11-19","Friendly",1,0,1,0,0,1
"Senegal","Angola","1988-11-18","Friendly tournament",2,1,2,1,0,0
"United Arab Emirates","Jordan","1988-11-17","Friendly",2,1,2,1,0,1
"Cape Verde","Senegal","1988-11-17","Friendly tournament",0,1,0,1,0,1
"Malawi","Zimbabwe","1988-11-17","CECAFA Cup",2,0,2,0,0,1
"Zambia","Kenya","1988-11-17","CECAFA Cup",1,0,1,0,0,0
"Fiji","New Zealand","1988-11-17","Friendly",2,0,2,0,0,1
"Portugal","Luxembourg","1988-11-16","World Cup qualifier",1,0,1,0,0,1
"Spain","Ireland","1988-11-16","World Cup qualifier",2,0,2,0,0,1
"Malawi","Zimbabwe","1988-11-16","CECAFA Cup",0,0,0,0,0,1
"Kuwait","Egypt","1988-11-16","Friendly",2,2,2,2,0,1
"Saudi Arabia","England","1988-11-16","Friendly",1,1,1,1,0,1
"Czechoslovakia","Belgium","1988-11-16","World Cup qualifier",0,0,0,0,0,1
"Italy","Netherlands","1988-11-16","Friendly",1,0,1,0,0,1
"Greece","Hungary","1988-11-15","Friendly",3,0,3,0,0,1
"Saudi Arabia","Egypt","1988-11-14","Friendly",0,0,0,0,0,1
